fund_id,fund_name,parent_company,fund_size,greatstone_return_rating,greatstone_risk_rating,fund_ratio_net_annual_expense,10_years_return_mean_annual_fund,10_years_return_fund,3_years_return_mean_annual_fund,fund_return_3years,2012_fund_return,aaa_rating,10_years_beta_category,3_years_return_mean_annual_category,5_years_alpha_fund,10_years_alpha_fund,10yrs_sharpe_ratio_fund,3_years_alpha_fund,cash_percent_of_portfolio,10_years_beta_fund,10_years_return_mean_annual_category,5yrs_sharpe_ratio_fund,3yrs_sharpe_ratio_fund,2016_return_fund,2010_return_fund,yield,portfolio_energy_allocation,aa_rating,portfolio_property_allocation,5_years_return_mean_annual_fund,5_years_return_fund,portfolio_financial_services,stock_percent_of_portfolio,b_rating,portfolio_cyclical_consumer_allocation,2016_return_category,below_b_rating,2017_return_fund,return_ytd,ytd_return_fund,fund_return_3months,2014_return_fund,pb_ratio,1_year_return_fund,portfolio_tech_allocation,10years_fund_std,portfolio_healthcare_allocation,portfolio_others,2010_return_category,years_down,3_years_return_category,5_years_beta_category,2018_return_fund,greatstone_rating
e93d1b30-005c-4284-9c5d-8882d4f92c4a,Madison Large Cap Value Fund Class Y,Madison Funds,Large,2.0,3.0,0.91,1.05,12.46,0.73,8.34,11.5,0.0,0.01,0.01,-3.48,-1.98,0.99,-4.73,1.71,0.92,0.01,0.54,0.64,12.77,8.25,1.29,7.02,0.0,4.79,0.57,6.37,19.52,98.29,0.0,7.96,14.81,0.0,15.77,13.42,13.42,13.42,11.95,2.35,0.25,5.35,12.21,15.27,0.0,13.66,3.0,10.01,0.01,-12.95,2
649db2c1-e272-4150-8b57-15ae997c0e3f,Voya Global Equity Dividend Fund Class I,Voya,Large,2.0,2.0,1.01,0.88,10.1,0.63,7.29,14.68,0.0,0.01,0.01,0.94,2.7,0.77,0.48,4.28,0.79,0.01,0.27,0.64,9.08,8.93,2.17,8.54,0.0,0.0,0.32,3.27,18.51,95.72,0.0,10.09,5.54,0.0,17.64,9.6,9.6,9.6,1.39,1.34,-0.57,16.57,13.09,13.15,0.0,13.74,4.0,9.96,0.01,-11.84,2
5193dc3c-2dc8-4621-94e4-7b0e03c15494,JHancock International Core R3,John Hancock,Large,2.0,2.0,1.63,0.13,-0.08,-0.28,-3.93,,0.0,0.01,0.01,-0.21,-1.67,0.04,-2.67,1.3,0.91,0.01,0.29,-0.29,,,4.96,8.43,0.0,6.53,0.33,3.11,18.86,96.65,0.0,16.5,,0.0,,-1.55,-1.55,-1.38,,1.13,-4.74,3.04,18.01,7.67,1.33,,3.0,5.92,0.01,,2
5bdd920e-6b3f-4e5e-8262-efb561b7f41b,Great-West S&P Mid Cap 400 Index Fund Institutional Class,Great-West Funds,Medium,3.0,4.0,0.19,,0.0,0.95,11.03,,0.0,0.01,0.01,-3.17,,,-3.79,4.69,,0.01,0.58,0.75,20.43,,2.34,4.37,0.0,9.43,0.72,7.99,16.44,95.31,0.0,13.87,14.14,0.0,16.05,14.45,14.45,14.45,,1.86,2.43,16.14,,9.42,0.0,,1.0,9.67,0.01,-11.22,3
64d6881d-e743-4a1d-b2cb-f38596b9860b,MainStay Retirement 2050 Fund Class R2,MainStay,Large,2.0,4.0,1.09,0.98,11.58,0.78,9.17,15.13,0.0,0.01,0.01,-1.75,-2.45,0.89,-2.62,0.36,1.53,0.01,0.52,0.79,5.08,13.91,1.63,4.16,0.0,2.23,0.53,5.91,17.98,86.92,0.0,13.06,8.22,0.0,21.67,11.39,11.39,11.39,5.67,2.0,0.74,19.33,12.7,11.68,5.92,14.53,3.0,9.94,0.01,-10.23,2
2d0d3428-becc-492d-8a4c-d51e786cd76a,Columbia Disciplined Growth Fund Institutional 2 Class,Columbia,Large,4.0,3.0,0.86,1.4,17.05,1.23,14.93,,0.0,0.01,0.01,1.66,0.4,1.19,0.69,1.31,1.05,0.01,1.01,1.11,5.44,,0.17,0.62,0.0,1.89,1.1,13.16,11.76,98.69,0.0,16.75,3.23,0.0,29.61,13.97,13.97,13.97,16.37,5.31,9.66,37.73,13.67,13.53,0.0,,1.0,15.35,0.01,-3.68,4
e0d9f329-4556-4019-aaca-24da6cd612e9,Invesco Mid Cap Core Equity Fund Class Y,Invesco,Medium,2.0,1.0,1.01,0.93,10.88,0.72,8.38,10.68,0.0,0.01,0.01,-4.39,-3.4,0.85,-3.94,22.18,0.93,0.01,0.43,0.68,12.31,12.8,0.5,7.41,0.0,0.0,0.46,5.01,13.35,77.83,0.0,9.45,14.14,0.0,15.33,14.1,14.1,14.1,4.76,2.66,2.75,22.38,12.57,10.88,0.0,22.52,3.0,9.67,0.01,-11.76,2
4839a6cd-a23a-46a1-90ec-62c19a731e8f,T. Rowe Price Extended Equity Market Index Fund,T. Rowe Price,Medium,4.0,4.0,0.35,1.39,16.46,1.11,13.07,18.97,0.0,0.01,0.01,-4.02,-2.02,0.98,-2.28,3.37,1.2,0.01,0.53,0.85,15.97,27.45,1.07,3.56,0.0,10.4,0.71,7.73,14.42,96.63,0.0,13.28,14.14,0.0,17.96,15.76,15.76,15.76,7.59,1.99,4.66,20.26,16.51,11.78,0.0,22.52,7.0,9.67,0.01,-9.66,4
30fa1fc5-4db9-4bcb-80dd-bd0afc0baff3,American Century International Bond Fund I Class,American Century Investments,Medium,2.0,4.0,0.71,0.13,1.33,0.04,0.25,,25.87,0.01,0.0,-3.42,-2.77,0.15,-1.88,5.12,1.19,0.0,-0.21,-0.12,,,1.47,0.0,17.82,0.0,-0.05,-0.82,0.0,0.0,1.11,0.0,,0.0,,2.0,2.0,2.0,,0.0,-5.11,0.0,7.51,0.0,0.72,,1.0,2.17,0.01,-3.87,2
d4a53318-079c-443d-8344-977653ca5048,Fidelity Advisor Total Bond Fund Class A,Fidelity Investments,Medium,4.0,4.0,0.75,0.43,5.25,0.25,3.01,6.26,55.74,0.01,0.0,0.36,1.58,1.46,1.04,7.03,0.96,0.0,0.73,0.6,5.54,8.15,2.94,0.0,1.52,0.0,0.24,2.9,0.0,0.04,6.03,0.0,3.23,0.6,3.97,3.88,3.88,3.88,5.22,0.0,4.13,0.0,3.22,0.0,0.02,7.72,4.0,2.37,0.01,-1.08,4
9c7c3063-0051-45de-b842-e9bc289149fc,MassMutual Select Small Company Value Fund Class I,MassMutual,Small,3.0,2.0,0.95,1.18,13.57,0.85,9.44,15.04,0.0,0.01,0.01,-6.28,-4.29,0.81,-5.12,2.77,1.19,0.01,0.32,0.58,25.58,,0.41,5.05,0.0,12.68,0.46,4.57,25.78,97.17,0.0,9.12,25.99,0.0,10.51,11.69,11.69,11.69,4.1,1.51,-2.7,10.34,16.99,5.81,0.0,,3.0,8.3,0.01,-15.09,3
90b51439-2992-4a4c-8b0e-8d683a15c146,Pioneer AMT-Free Municipal Fund Class A,Pioneer Investments,Medium,4.0,5.0,0.8,0.52,6.3,0.22,2.59,12.87,26.91,0.01,0.0,-0.31,-0.44,1.02,-0.54,0.08,1.48,0.0,0.88,0.3,-0.5,2.15,2.77,0.0,43.04,0.0,0.36,4.32,0.0,0.0,3.91,0.0,0.0,1.08,6.56,3.75,3.75,3.75,13.61,0.0,5.44,0.0,5.73,0.0,0.0,1.65,4.0,2.55,0.01,0.1,4
e38641d1-0f84-4bd8-b25a-ae0f5cfbbfe5,Janus Henderson Global Research Fund Class R,Janus Henderson,Large,3.0,3.0,1.31,1.1,12.82,0.94,11.27,,0.0,0.01,0.01,4.17,4.65,0.87,3.59,0.0,0.87,0.01,0.54,0.92,1.36,,0.31,6.91,0.0,0.68,0.6,6.65,20.54,100.0,0.0,11.67,5.54,0.0,26.13,12.91,12.91,12.91,6.71,2.78,3.43,21.16,14.56,12.91,0.0,,2.0,9.96,0.01,-7.48,3
7b847240-d6dc-40cb-be43-3433ec202fa5,Dreyfus High Yield Fund Class A,Dreyfus,Small,3.0,3.0,0.95,0.68,8.27,0.56,6.88,14.74,0.0,0.0,0.01,2.15,6.76,1.14,5.33,6.8,0.3,0.01,0.5,1.2,12.71,12.49,5.72,0.0,0.0,0.0,0.29,3.36,0.0,0.0,45.58,0.0,13.3,10.79,7.12,7.59,7.59,7.59,1.55,0.0,4.52,0.0,6.77,0.0,0.0,14.24,7.0,6.97,0.0,-4.04,3
d7066690-c02b-4354-8f5c-669d05fa34c7,Fidelity Advisor Utilities Fund Class M,Fidelity Investments,Large,4.0,3.0,1.41,1.09,13.12,0.96,11.63,6.4,0.0,0.0,0.01,6.1,8.1,1.12,7.87,3.65,0.38,0.01,0.75,1.01,13.18,10.51,1.15,1.63,0.0,0.0,0.76,8.79,0.0,96.35,0.0,0.0,13.75,0.0,16.95,9.43,9.43,9.43,20.89,1.84,16.65,0.27,11.26,0.0,0.0,8.6,5.0,9.39,0.0,8.02,3
2f654bbe-ff70-4bea-8d97-3c7ace72d593,Franklin Maryland Tax Free Income Fund Class A1,Franklin Templeton Investments,Medium,3.0,4.0,0.69,0.36,4.32,0.17,2.03,6.19,22.25,0.01,0.0,-0.27,-0.64,0.92,-0.39,0.82,1.07,0.0,0.79,0.27,1.15,2.08,3.11,0.0,35.03,0.0,0.25,3.0,0.0,0.0,0.0,0.0,0.58,1.76,2.87,2.5,2.5,2.5,10.43,0.0,4.64,0.0,4.21,0.0,0.0,1.18,4.0,1.9,0.01,1.21,3
35408ed9-935c-4e65-8bd9-3988f6f683e6,AMG Managers Fairpointe ESG Equity Fund Class N,AMG Funds,Medium,3.0,4.0,1.11,,0.0,0.84,9.5,,0.0,0.01,0.01,,,,-5.09,4.86,,0.01,,0.63,20.91,,0.97,0.0,0.0,0.0,,0.0,3.21,95.14,0.0,27.91,18.06,0.0,18.23,13.09,13.09,13.09,,2.0,-0.53,21.63,,19.5,0.0,,2.0,8.55,0.01,-15.9,3
db8ac533-0033-4739-8eb2-30e9bad175c1,Guggenheim StylePlus - Large Core Fund Institutional,Guggenheim Investments,Large,4.0,4.0,1.06,1.21,14.49,1.09,13.23,,0.0,0.01,0.01,-0.4,-2.13,1.03,-0.66,22.21,1.07,0.01,0.88,1.06,13.37,,1.56,10.02,0.0,0.32,0.91,10.79,6.92,18.84,0.0,7.42,10.37,0.0,22.33,13.32,13.32,13.32,14.9,2.33,6.88,25.12,13.7,14.55,4.1,,1.0,11.84,0.01,-6.65,4
9dcb7b18-9a13-4d73-8595-db78c304e8fc,Miller Opportunity Trust Class FI,Miller Value Funds,Medium,4.0,5.0,1.4,1.67,18.32,1.26,13.19,40.66,0.0,0.01,0.01,-9.29,-5.84,0.78,-7.46,0.0,1.67,0.01,0.36,0.59,-0.25,17.24,0.0,0.0,0.0,0.0,0.76,6.59,19.92,98.99,0.0,22.12,14.14,0.0,25.91,13.64,13.64,13.64,10.9,0.98,5.16,14.62,25.01,25.31,1.01,22.52,5.0,9.67,0.01,-9.82,2
124ecde1-f5dd-4a4a-8e1c-2e507fff58b7,O'Shaughnessy All Cap Core Fund Class I,O&#39;Shaughnessy Mutual Funds,Large,2.0,4.0,0.6,,0.0,0.93,10.92,12.48,0.0,0.01,0.01,-2.61,,,-3.15,0.0,,0.01,0.64,0.78,15.64,,1.64,5.4,0.0,0.47,0.72,8.23,15.9,100.0,0.0,14.85,10.37,0.0,19.57,10.64,10.64,10.64,7.25,2.17,0.04,20.51,,16.81,0.0,14.01,3.0,11.84,0.01,-9.21,2
96f68ee3-b6b8-4ada-be2c-ceb280031eb5,Fidelity Advisor Real Estate Income Fund Class A,Fidelity Investments,Medium,3.0,1.0,1.02,1.0,12.41,0.58,7.02,18.58,0.59,0.01,0.01,3.87,7.28,1.64,2.85,7.03,0.36,0.01,1.03,1.04,9.92,,4.06,0.0,0.25,85.85,0.54,6.46,4.47,31.66,27.12,1.27,6.89,2.66,7.04,8.23,8.23,8.23,12.22,1.7,10.77,0.0,7.04,0.0,0.08,27.08,1.0,6.0,0.01,-0.82,4
e780e83b-904e-4460-8c1d-75c4f5e12a48,Voya Corporate Leaders 100 Fund Class R6,Voya,Large,3.0,3.0,0.48,1.3,15.76,0.98,11.81,,0.0,0.01,0.01,-1.72,-0.79,1.12,-1.5,2.99,1.05,0.01,0.75,0.96,11.8,,1.95,5.03,0.0,1.21,0.78,9.11,17.52,97.01,0.0,12.33,10.37,0.0,19.3,12.53,12.53,12.53,,2.26,7.69,11.64,13.47,17.68,0.0,,2.0,11.84,0.01,-6.75,3
1c48be3a-02a2-455d-b366-aaf943888483,Shelton Tactical Credit Fund Institutional Class,Shelton Capital Management,,3.0,5.0,1.42,,0.0,0.41,4.88,,0.0,0.0,0.0,,,,3.47,0.58,,0.01,,0.79,12.12,,5.18,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.54,0.0,3.65,3.52,3.52,3.52,,0.0,1.77,0.0,,0.0,0.0,,1.0,3.83,0.0,-1.39,3
9ffdbc73-64b6-456d-8015-ab97030c44c0,John Hancock Funds II High Yield Fund Class 1,John Hancock,Small,4.0,5.0,0.77,0.89,10.88,0.74,9.06,18.16,0.67,0.0,0.01,2.06,9.08,1.24,7.31,5.38,0.36,0.01,0.38,1.33,17.53,16.1,6.36,100.0,0.0,0.0,0.27,3.1,0.0,1.9,34.28,0.0,13.3,4.82,7.14,8.41,8.41,8.41,-0.73,0.0,5.26,0.0,8.24,0.0,0.22,14.24,4.0,6.97,0.0,-3.83,4
31796b65-ec1c-410d-aabe-6f8f34e78032,First Investors International Opportunities Bond Fund Class A,First Investors,Medium,2.0,5.0,1.35,,0.0,0.06,0.44,,26.72,0.01,0.0,-3.11,,,-1.38,2.42,,0.0,-0.14,-0.07,1.96,,1.83,0.0,11.1,0.0,-0.02,-0.47,0.0,0.0,0.0,0.0,3.63,0.0,12.39,1.9,1.9,1.9,1.83,0.0,-8.26,0.0,,0.0,0.0,,3.0,2.17,0.01,-6.26,2
0e2d8f8a-8082-488a-b0b0-e13fdded88e6,Invesco Balanced-Risk Retirement 2040 Fund Class C,Invesco,,1.0,1.0,1.9,0.78,9.36,0.58,6.94,9.81,0.0,0.01,0.01,-0.31,1.57,0.99,0.06,20.97,0.81,0.01,0.5,0.8,13.54,12.09,2.95,0.0,0.0,0.0,0.37,4.25,0.0,21.43,0.0,0.0,7.95,0.0,10.95,9.52,9.52,9.52,6.39,0.0,1.88,0.0,8.98,0.0,9.62,14.37,3.0,9.54,0.01,-8.87,1
33c4faf5-8add-40e1-a559-b947e2d5692a,Virtus Ceredex Mid-Cap Value Equity Fund Class A,Virtus,Medium,4.0,4.0,1.39,1.31,15.5,0.92,10.87,21.38,0.0,0.01,0.01,-3.92,-2.74,0.95,-2.26,4.83,1.19,0.01,0.53,0.8,19.83,27.22,0.71,8.53,0.0,8.5,0.64,7.03,21.14,95.17,0.0,7.99,18.06,0.0,11.23,14.14,14.14,14.14,10.7,1.95,5.85,12.0,16.11,12.12,0.0,21.92,4.0,8.55,0.01,-8.08,4
febeeab5-04fe-404a-ad0d-663b35d38d4e,T. Rowe Price Blue Chip Growth Fund I Class,T. Rowe Price,Large,5.0,4.0,0.57,1.55,18.96,1.62,20.18,,0.0,0.01,0.01,2.91,1.49,1.21,4.52,0.02,1.1,0.01,1.04,1.34,1.14,,0.05,0.0,0.0,0.08,1.25,15.04,13.14,99.98,0.0,22.14,3.23,0.0,36.71,16.2,16.2,16.2,,5.27,12.24,31.43,14.96,19.65,0.0,,,15.35,0.01,2.14,5
08702e4f-c5bb-4f0a-b63b-f9e4a0eb2425,Catholic Investor Large Cap Value Fund Class S,Catholic Investor,Large,4.0,4.0,1.04,,0.0,0.94,11.03,,0.0,0.01,0.01,,,,-2.59,3.32,,0.01,,0.81,14.28,,1.42,8.47,0.0,4.18,,0.0,23.02,96.68,0.0,9.5,14.81,0.0,15.75,12.48,12.48,12.48,,2.18,3.53,11.89,,13.92,0.0,,1.0,10.01,0.01,-8.81,3
59c9de9a-42eb-43d3-ae13-5c3ad125069c,Goldman Sachs Tax-Advantaged Global Equity Portfolio Class R6 Shares,Goldman Sachs,Large,3.0,3.0,0.92,1.06,12.56,0.82,9.74,,0.0,0.02,0.01,-1.62,-1.99,0.94,-1.75,2.93,1.58,0.01,0.52,0.86,,,1.3,8.79,0.0,5.29,0.53,5.96,15.32,87.07,0.0,12.02,,0.0,,11.38,11.38,11.38,,2.21,1.6,17.84,13.11,13.01,10.0,,1.0,9.6,0.02,-9.6,3
e94e9662-74e5-4738-ba73-ae79f81d5509,"Morgan Stanley Institutional Fund, Inc. Emerging Markets Fixed Income Opportunities Portfolio I",Managers Funds,Medium,4.0,4.0,1.49,,0.0,-0.69,5.57,,0.0,0.01,0.01,-2.86,,,-4.94,4.11,,0.01,-0.12,-0.34,12.8,,0.0,0.0,0.0,0.0,-0.02,4.42,0.0,95.9,0.0,0.0,10.51,0.0,12.94,6.06,6.34,6.34,3.38,2.73,-2.15,0.0,,0.0,0.0,,1.0,5.35,0.01,-6.93,1
55af4953-33fa-445c-a500-e4d0728d12e2,Columbia Disciplined Small Core Fund Class A,Columbia,Small,1.0,3.0,1.33,1.09,12.14,0.61,6.14,13.03,0.0,0.01,0.01,-10.34,-6.04,0.7,-9.22,1.14,1.23,0.01,0.1,0.37,16.17,27.98,0.0,3.37,0.0,8.56,0.19,1.06,16.1,98.86,0.0,13.52,20.78,0.0,6.37,14.06,14.06,14.06,-0.44,1.83,-5.01,15.41,18.0,15.91,0.0,25.61,7.0,10.17,0.01,-17.96,1
579f51de-007c-4570-80df-1d6d41b37ee7,Western Asset Short-Term Bond Fund Class R,Legg Mason,Medium,2.0,3.0,1.11,0.26,3.13,0.15,1.81,,44.98,0.0,0.0,-0.12,1.53,1.35,0.27,6.09,0.34,0.0,0.37,0.46,1.53,,2.14,0.0,11.74,0.0,0.1,1.18,0.0,0.0,0.78,0.0,2.08,1.47,1.6,1.63,1.63,1.63,,0.0,2.71,0.0,1.95,0.0,0.0,,,1.87,0.0,1.18,2
48ac29a2-4434-4ec9-8da2-272b1a71b868,Putnam PanAgora Market Neutral Fund Class B,Putnam,,0.0,0.0,2.57,,0.0,,0.0,,0.0,0.0,0.0,,,,,35.13,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,-2.63,-2.63,-2.63,,0.0,-8.26,0.0,,0.0,64.87,,1.0,0.71,0.0,-7.41,0
d72c2900-b7ee-4c29-8f02-9877f1978fea,Nuveen All-American Municipal Bond Fund Class C,Nuveen,Medium,3.0,4.0,1.52,0.48,5.84,0.21,2.51,,10.11,0.01,0.0,-0.27,-0.12,1.07,-0.42,0.13,1.29,0.0,0.87,0.31,-0.4,,2.76,0.0,28.87,0.0,0.33,3.9,0.0,0.0,2.62,0.0,0.0,0.41,7.04,3.17,3.17,3.17,,0.0,4.29,0.0,4.99,0.0,0.68,,2.0,2.55,0.01,-0.35,3
c0276f11-d821-4e3c-ae35-c0d978f7cafb,Ave Maria World Equity Fund,Ave Maria Mutual Funds,Large,2.0,3.0,1.26,,0.0,0.83,9.77,13.83,0.0,0.01,0.01,2.55,,,2.47,7.12,,0.01,0.4,0.8,8.71,,0.97,8.15,0.0,1.88,0.45,4.89,25.85,92.88,0.0,6.94,5.54,0.0,17.88,13.36,13.36,13.36,0.51,1.94,5.47,18.95,,13.88,0.0,13.74,3.0,9.96,0.01,-8.87,2
a42c4ac1-4b53-4eb8-b6bd-280a0fcf5b42,ICON Risk-Managed Balanced Fund Class A,ICON Funds,Large,1.0,4.0,1.56,0.61,7.15,0.38,4.19,7.99,10.9,0.01,0.01,-2.5,-1.86,0.8,-6.37,4.86,0.96,0.01,0.36,0.34,3.95,6.29,0.71,6.57,0.0,0.0,0.32,3.54,24.26,69.57,11.91,22.02,7.34,0.0,10.07,11.69,11.69,11.69,6.72,2.47,-0.11,19.49,8.54,16.68,0.04,11.83,4.0,7.44,0.01,-11.71,1
5eb15d1e-c70d-44e2-9e38-f6303ed5c70d,New Hampshire Municipal Fund,IntegrityVikingFunds,,2.0,3.0,0.98,0.22,2.56,0.02,0.17,3.81,,0.01,0.0,-1.45,-0.78,0.68,-2.16,,0.75,0.0,0.2,-0.1,-2.22,1.24,,,,,0.09,0.98,,,,,-0.28,,2.86,,-1.82,-1.82,5.65,,0.47,,3.29,,,1.65,5.0,1.62,0.01,,2
b97dac37-8a84-4e75-9262-19a65125bc11,Wells Fargo Dynamic Target 2055 Fund Class R4,Wells Fargo Funds,Large,5.0,3.0,0.37,,0.0,0.91,11.0,,58.77,0.02,0.01,,,,-0.11,3.89,,0.01,,1.04,7.72,,0.69,4.5,3.52,6.04,,0.0,15.67,91.35,3.3,11.53,8.0,0.86,21.17,10.61,10.61,10.61,,1.92,4.88,9.82,,12.8,0.13,,1.0,10.1,0.01,-5.18,5
f3baed30-e1fe-420b-b335-6d3c305f8133,STAAR International Fund,STAAR Investment Trust,Large,1.0,2.0,3.08,0.42,4.08,0.32,3.42,11.98,0.0,0.01,0.01,-3.94,-3.65,0.32,-4.14,11.08,0.88,0.01,-0.15,0.25,-0.1,10.05,0.0,5.35,0.0,5.05,-0.08,-1.51,17.26,86.75,0.0,14.22,0.79,0.0,23.15,9.34,9.34,9.34,-8.1,1.46,-10.2,14.83,14.09,8.21,1.93,10.24,9.0,6.62,0.01,-18.7,1
a872f4cc-e0a4-4789-97e0-aaf29e6ff8e2,Leland Thomson Reuters Private Equity Buyout Index Fund Class I,Leland Funds,Large,3.0,5.0,1.51,,0.0,1.08,12.26,,0.0,0.01,0.01,,,,-5.97,4.42,,0.01,,0.72,6.02,,0.0,7.64,0.0,0.59,,0.0,12.52,94.61,0.0,10.86,10.37,0.0,28.51,15.75,15.75,15.75,,3.24,6.6,19.2,,12.04,0.97,,1.0,11.84,0.01,-12.45,2
cee54e3c-500b-4583-ac3e-1ab8e83c0f61,DWS Short Duration Fund - Class S,DWS,Medium,3.0,3.0,0.55,0.24,2.85,0.2,2.42,4.32,29.0,0.0,0.0,0.52,1.82,1.43,0.98,3.92,0.17,0.0,0.71,1.23,2.16,4.29,2.84,0.0,15.0,0.0,0.13,1.51,0.0,0.0,2.0,0.0,2.08,0.0,2.61,2.17,2.17,2.17,0.6,0.0,3.14,0.0,1.65,0.0,0.0,4.11,2.0,1.87,0.0,0.69,3
aeed453a-0079-4fad-89e4-e154cbf7051b,Lord Abbett Multi-Asset Balanced Opportunity Fund Class I,Lord Abbett,Large,3.0,5.0,0.95,0.85,10.09,0.65,7.77,14.99,8.65,0.01,0.01,-1.99,-1.72,0.93,-1.91,1.37,1.27,0.01,0.45,0.8,11.75,12.15,3.8,6.06,3.59,3.93,0.38,4.3,17.56,60.66,27.62,11.98,7.34,7.06,10.86,11.05,11.05,11.05,6.19,2.21,2.38,19.72,10.51,12.95,0.05,11.83,4.0,7.44,0.01,-8.53,3
dd6ce3a9-a0fc-45df-881a-5ad9d18394b8,Tortoise North American Engy Indep C,Tortoise Capital Advisors,Medium,3.0,4.0,2.1,,0.0,-1.22,-17.6,,0.0,0.01,0.0,,,,-20.95,1.13,,0.01,,-0.49,,,0.0,100.0,0.0,0.0,,0.0,0.0,98.05,0.0,0.0,,0.0,,-19.31,-19.31,-13.18,,2.42,-12.75,0.0,,0.0,0.82,,2.0,-0.05,0.01,,2
25281e65-228b-47cd-8de3-eeaa1a9d7e47,American Century Strategic Allocation: Aggressive Fund R Class,American Century Investments,Large,3.0,3.0,1.61,0.89,10.59,0.72,8.62,14.3,42.61,0.01,0.01,-1.2,-1.68,0.94,-1.93,2.57,1.32,0.01,0.56,0.84,6.11,14.66,0.72,5.36,7.55,5.43,0.5,5.71,16.03,75.06,10.78,14.71,7.93,2.53,18.49,11.39,11.39,11.39,6.54,2.02,1.82,21.3,10.93,12.71,0.04,13.49,4.0,8.38,0.01,-8.37,3
67dd89c0-785f-4aeb-8b77-1accdd8b37d0,NorthQuest Capital Fund,Northquest Capital Fund Inc,Large,2.0,1.0,1.65,1.0,11.85,1.15,13.94,7.93,0.0,0.01,0.01,0.04,-1.53,0.96,0.6,0.74,0.86,0.01,0.81,1.07,11.18,8.35,0.0,0.0,0.0,0.0,0.83,9.67,14.82,99.26,0.0,7.62,3.23,0.0,22.73,18.38,18.38,18.38,7.94,5.01,12.18,20.82,11.95,12.75,0.0,15.53,6.0,15.35,0.01,-2.34,2
cb60b816-de3a-4cb1-a189-455fc2262d7d,MassMutual Premier Strategic Emerging Markets Fund Administrative Class,MassMutual,Large,2.0,3.0,1.45,0.72,7.08,0.93,10.94,16.44,0.0,0.01,0.01,0.7,-1.93,0.43,2.68,2.4,1.09,0.01,0.23,0.79,6.52,16.86,0.23,5.23,0.0,2.46,0.34,3.13,24.96,97.58,0.0,27.43,8.47,0.0,33.62,12.65,12.65,12.65,-5.15,2.49,-4.32,14.34,18.86,7.36,0.0,19.26,5.0,9.11,0.01,-12.53,3
48066182-3d83-4601-9095-d7dcdfdccf28,Great-West SecureFoundation Balanced ETF Fund Class A,Great-West Funds,Large,3.0,3.0,0.56,,0.0,0.63,7.61,,70.91,0.01,0.01,0.06,,,-0.97,2.25,,0.01,0.7,0.92,8.69,,2.01,5.14,3.4,4.93,0.48,5.64,17.34,60.85,0.0,12.26,7.34,0.02,13.7,8.84,8.84,8.84,6.22,1.96,3.55,17.56,,12.57,0.02,,2.0,7.44,0.01,-5.8,3
62638ff5-beaa-45c0-b965-018e911b0835,BlackRock Short-Term Municipal Fund Institutional Shares,BlackRock,Medium,2.0,2.0,0.36,0.08,0.94,0.08,0.93,0.58,44.26,0.0,0.0,-0.59,-0.01,0.72,-0.62,9.65,0.12,0.0,-0.1,-0.44,0.04,0.65,1.48,0.0,15.09,0.0,0.06,0.72,0.0,0.0,0.0,0.0,-0.15,0.0,0.86,0.85,0.85,0.85,0.24,0.0,2.0,0.0,0.68,0.0,0.0,1.61,,1.11,0.0,1.44,2
2cce707c-ccc4-40dc-8bb1-ce165b7d24c2,Thrivent Income Fund Class A,Thrivent Funds,Medium,3.0,3.0,0.77,0.57,6.95,0.31,3.68,10.82,12.51,0.01,0.0,0.6,2.84,1.47,1.61,0.26,1.07,0.01,0.73,0.68,5.79,11.64,3.33,0.0,1.41,0.0,0.28,3.35,0.0,0.0,3.94,0.0,6.51,0.71,6.03,5.22,5.22,5.22,6.36,0.0,4.62,0.0,4.33,0.0,9.74,10.0,8.0,3.71,0.01,-2.61,3
b290cc1b-fc25-475f-a6f1-17b5f287d0f7,Western Asset Core Plus Bond Fund Class R,Legg Mason,Medium,5.0,5.0,1.13,0.55,6.76,0.27,3.18,,53.72,0.01,0.0,0.53,2.65,1.49,1.06,32.32,1.08,0.0,0.76,0.52,4.11,,2.85,0.0,3.98,0.0,0.28,3.38,0.0,0.0,2.39,0.0,3.23,2.6,6.25,3.98,3.98,3.98,6.89,0.0,3.01,0.0,4.13,0.0,0.0,,2.0,2.37,0.01,-2.16,5
c65dfd70-c8af-4a37-b06b-b67a1187bb34,Goldman Sachs High Yield Fund Service Shares,Goldman Sachs,,3.0,4.0,1.24,0.76,9.22,0.56,6.81,15.27,0.0,0.0,0.01,1.65,7.35,1.2,5.25,4.39,0.4,0.01,0.4,1.09,13.26,13.0,5.14,91.87,0.0,0.0,0.25,2.86,7.94,1.2,0.0,0.2,13.3,0.0,5.47,7.65,7.65,7.65,1.55,0.0,4.97,0.0,7.22,0.0,0.15,14.24,5.0,6.97,0.0,-4.08,3
a86bba39-629a-4109-bdc9-23c521080c85,Invesco Developing Markets B,Invesco,Large,3.0,3.0,2.17,0.36,2.12,0.7,7.46,,0.0,0.01,0.01,-3.96,0.64,0.19,-0.46,12.3,1.0,0.01,0.24,0.52,,,0.0,2.63,0.0,4.43,0.31,2.74,30.42,84.54,0.0,6.95,,0.0,,29.36,29.36,3.43,,2.05,29.36,16.75,20.65,5.99,0.0,,9.0,9.11,0.01,,3
